"unique_id","CalDate","binomial","DailyCount","genus","year","month"
"0085R",2010-06-16,"Aphis spp",1,"Aphis",2010,6
"0085R",2010-06-16,"Cavariella aegopodii",1,"Cavariella",2010,6
"0085R",2010-06-16,"Cavariella archangelicae",2,"Cavariella",2010,6
"0085R",2010-06-16,"Drepanosiphum platanoidis",65,"Drepanosiphum",2010,6
"0085R",2010-06-16,"Elatobium abietinum",1,"Elatobium",2010,6
"0085R",2010-06-16,"Euceraphis punctipennis",5,"Euceraphis",2010,6
"0085R",2010-06-16,"Mindarus abietinus",1,"Mindarus",2010,6
"0085R",2010-06-16,"Myzocallis castanicola",1,"Myzocallis",2010,6
"0085R",2010-06-16,"Phyllaphis fagi",6,"Phyllaphis",2010,6
"0085R",2010-06-16,"Tuberculatus borealis",1,"Tuberculatus",2010,6
"0086R",2010-06-23,"Aphis spp",1,"Aphis",2010,6
"0086R",2010-06-23,"Calaphis flava",2,"Calaphis",2010,6
"0086R",2010-06-23,"Diuraphis spp",1,"Diuraphis",2010,6
"0086R",2010-06-23,"Drepanosiphum platanoidis",9,"Drepanosiphum",2010,6
"0086R",2010-06-23,"Euceraphis punctipennis",2,"Euceraphis",2010,6
"0086R",2010-06-23,"Metopolophium dirhodum",1,"Metopolophium",2010,6
"0086R",2010-06-23,"Mindarus abietinus",2,"Mindarus",2010,6
"0086R",2010-06-23,"Phyllaphis fagi",3,"Phyllaphis",2010,6
"0086R",2010-06-23,"Pterocallis alni",1,"Pterocallis",2010,6
"0086R",2010-06-23,"Rhopalosiphum oxyacanthae",1,"Rhopalosiphum",2010,6
"0086R",2010-06-23,"Sipha glyceriae",2,"Sipha",2010,6
"0086R",2010-06-23,"Tuberculatus borealis",1,"Tuberculatus",2010,6
"0089R",2010-07-12,"Capitophorus hippophaes",2,"Capitophorus",2010,7
"0089R",2010-07-12,"Cryptomyzus galeopsidis",2,"Cryptomyzus",2010,7
"0089R",2010-07-12,"Euceraphis punctipennis",6,"Euceraphis",2010,7
"0089R",2010-07-12,"Metopolophium dirhodum",12,"Metopolophium",2010,7
"0089R",2010-07-12,"Phyllaphis fagi",2,"Phyllaphis",2010,7
"0089R",2010-07-12,"Rhopalosiphum oxyacanthae",6,"Rhopalosiphum",2010,7
"0089R",2010-07-12,"Rhopalosiphum padi",6,"Rhopalosiphum",2010,7
"0089R",2010-07-12,"Sitobion avenae",8,"Sitobion",2010,7
"00910R",2011-07-14,"Acyrthosiphon pisum",1,"Acyrthosiphon",2011,7
"00910R",2011-07-14,"Brachycaudus helichrysi",3,"Brachycaudus",2011,7
"00910R",2011-07-14,"Capitophorus elaeagni",1,"Capitophorus",2011,7
"00910R",2011-07-14,"Cavariella aegopodii",2,"Cavariella",2011,7
"00910R",2011-07-14,"Hyperomyzus lactucae",1,"Hyperomyzus",2011,7
"00910R",2011-07-14,"Illinoia spp",1,"Illinoia",2011,7
"00910R",2011-07-14,"Macrosiphum euphorbiae",3,"Macrosiphum",2011,7
"00910R",2011-07-14,"Megoura viciae",1,"Megoura",2011,7
"00910R",2011-07-14,"Metopolophium dirhodum",24,"Metopolophium",2011,7
"00910R",2011-07-14,"Microlophium carnosum",2,"Microlophium",2011,7
"00910R",2011-07-14,"Myzus cerasi",2,"Myzus",2011,7
"00910R",2011-07-14,"Ovatus crataegarius",1,"Ovatus",2011,7
"00910R",2011-07-14,"Phyllaphis fagi",3,"Phyllaphis",2011,7
"00910R",2011-07-14,"Rhopalosiphum maidis",1,"Rhopalosiphum",2011,7
"00910R",2011-07-14,"Rhopalosiphum oxyacanthae",3,"Rhopalosiphum",2011,7
"00910R",2011-07-14,"Rhopalosiphum padi",13,"Rhopalosiphum",2011,7
"00910R",2011-07-14,"Rhopalosiphum spp",1,"Rhopalosiphum",2011,7
"00910R",2011-07-14,"Sitobion avenae",11,"Sitobion",2011,7
"00910R",2011-07-14,"Sitobion fragariae",2,"Sitobion",2011,7
"00912R",2011-07-24,"Acyrthosiphon pisum",1,"Acyrthosiphon",2011,7
"00912R",2011-07-24,"Aphis sambuci",1,"Aphis",2011,7
"00912R",2011-07-24,"Aphis spp",5,"Aphis",2011,7
"00912R",2011-07-24,"Brachycaudus helichrysi",1,"Brachycaudus",2011,7
"00912R",2011-07-24,"Capitophorus hippophaes",1,"Capitophorus",2011,7
"00912R",2011-07-24,"Drepanosiphum platanoidis",1,"Drepanosiphum",2011,7
"00912R",2011-07-24,"Hyperomyzus rhinanthi",1,"Hyperomyzus",2011,7
"00912R",2011-07-24,"Lipaphis erysimi",1,"Lipaphis",2011,7
"00912R",2011-07-24,"Metopolophium dirhodum",22,"Metopolophium",2011,7
"00912R",2011-07-24,"Myzus cerasi",2,"Myzus",2011,7
"00912R",2011-07-24,"Pemphigus spp",1,"Pemphigus",2011,7
"00912R",2011-07-24,"Pterocomma pilosum",1,"Pterocomma",2011,7
"00912R",2011-07-24,"Rhopalosiphum padi",9,"Rhopalosiphum",2011,7
"00912R",2011-07-24,"Sitobion avenae",12,"Sitobion",2011,7
"00912R",2011-07-24,"Sitobion fragariae",1,"Sitobion",2011,7
"00912R",2011-07-24,"Tuberculatus annulatus",3,"Tuberculatus",2011,7
"00912R",2011-07-24,"Tuberculatus borealis",1,"Tuberculatus",2011,7
"00914R",2011-08-12,"Cinara spp",2,"Cinara",2011,8
"00914R",2011-08-12,"Drepanosiphum platanoidis",8,"Drepanosiphum",2011,8
"00914R",2011-08-12,"Rhopalosiphum oxyacanthae",2,"Rhopalosiphum",2011,8
"00914R",2011-08-12,"Rhopalosiphum padi",2,"Rhopalosiphum",2011,8
"00916R",2011-08-23,"Drepanosiphum platanoidis",10,"Drepanosiphum",2011,8
"00916R",2011-08-23,"Rhopalosiphum padi",6,"Rhopalosiphum",2011,8
"00916R",2011-08-23,"Sitobion avenae",2,"Sitobion",2011,8
"00916R",2011-08-23,"Thecabius affinis",2,"Thecabius",2011,8
"00916R",2011-08-23,"Tuberculatus annulatus",4,"Tuberculatus",2011,8
"00916R",2011-08-23,"Tuberculatus borealis",2,"Tuberculatus",2011,8
"00919R",2011-09-16,"Rhopalosiphum oxyacanthae",4,"Rhopalosiphum",2011,9
"00919R",2011-09-16,"Rhopalosiphum padi",16,"Rhopalosiphum",2011,9
"00919R",2011-09-16,"Tuberculatus annulatus",2,"Tuberculatus",2011,9
"00921R",2011-09-25,"Anoecia corni",2,"Anoecia",2011,9
"00921R",2011-09-25,"Pemphigus spp",8,"Pemphigus",2011,9
"00921R",2011-09-25,"Rhopalosiphum oxyacanthae",30,"Rhopalosiphum",2011,9
"00921R",2011-09-25,"Rhopalosiphum padi",28,"Rhopalosiphum",2011,9
"00921R",2011-09-25,"Thecabius affinis",4,"Thecabius",2011,9
"00923R",2011-10-14,"Anoecia corni",2,"Anoecia",2011,10
"00923R",2011-10-14,"Cavariella aegopodii",4,"Cavariella",2011,10
"00923R",2011-10-14,"Ceruraphis eriophori",4,"Ceruraphis",2011,10
"00923R",2011-10-14,"Mimeuria ulmiphila",2,"Mimeuria",2011,10
"00923R",2011-10-14,"Pemphigus spp",4,"Pemphigus",2011,10
"00923R",2011-10-14,"Rhopalosiphum oxyacanthae",34,"Rhopalosiphum",2011,10
"00923R",2011-10-14,"Rhopalosiphum padi",24,"Rhopalosiphum",2011,10
"00923R",2011-10-14,"Tetraneura ulmi",2,"Tetraneura",2011,10
"00923R",2011-10-14,"Thecabius affinis",2,"Thecabius",2011,10
"00924R",2011-10-16,"Anoecia corni",4,"Anoecia",2011,10
"00924R",2011-10-16,"Myzus lythri",2,"Myzus",2011,10
"00924R",2011-10-16,"Pemphigus spp",2,"Pemphigus",2011,10
"00924R",2011-10-16,"Prociphilus pini",2,"Prociphilus",2011,10
"00924R",2011-10-16,"Rhopalosiphum oxyacanthae",44,"Rhopalosiphum",2011,10
"00924R",2011-10-16,"Rhopalosiphum padi",44,"Rhopalosiphum",2011,10
"00924R",2011-10-16,"Sitobion fragariae",2,"Sitobion",2011,10
"0093R",2011-05-15,"Drepanosiphum platanoidis",2,"Drepanosiphum",2011,5
"0093R",2011-05-15,"Elatobium abietinum",2,"Elatobium",2011,5
"0093R",2011-05-15,"Myzocallis spp",1,"Myzocallis",2011,5
"0093R",2011-05-15,"Rhopalosiphum padi",1,"Rhopalosiphum",2011,5
"0095R",2011-05-28,"Drepanosiphum platanoidis",56,"Drepanosiphum",2011,5
"0095R",2011-05-28,"Elatobium abietinum",29,"Elatobium",2011,5
"0095R",2011-05-28,"Tuberculatus annulatus",1,"Tuberculatus",2011,5
"0097R",2011-06-16,"Aphis spp",3,"Aphis",2011,6
"0097R",2011-06-16,"Aulacorthum palustre",1,"Aulacorthum",2011,6
"0097R",2011-06-16,"Drepanosiphum platanoidis",4,"Drepanosiphum",2011,6
"0097R",2011-06-16,"Elatobium abietinum",3,"Elatobium",2011,6
"0097R",2011-06-16,"Metopolophium dirhodum",1,"Metopolophium",2011,6
"0097R",2011-06-16,"Microlophium carnosum",3,"Microlophium",2011,6
"0097R",2011-06-16,"Rhopalosiphum padi",7,"Rhopalosiphum",2011,6
"0099R",2011-06-26,"Aphis spp",4,"Aphis",2011,6
"0099R",2011-06-26,"Brachycaudus helichrysi",2,"Brachycaudus",2011,6
"0099R",2011-06-26,"Cavariella aegopodii",6,"Cavariella",2011,6
"0099R",2011-06-26,"Drepanosiphum platanoidis",4,"Drepanosiphum",2011,6
"0099R",2011-06-26,"Metopolophium dirhodum",16,"Metopolophium",2011,6
"0099R",2011-06-26,"Microlophium carnosum",18,"Microlophium",2011,6
"0099R",2011-06-26,"Phyllaphis fagi",6,"Phyllaphis",2011,6
"0099R",2011-06-26,"Rhopalosiphum maidis",4,"Rhopalosiphum",2011,6
"0099R",2011-06-26,"Rhopalosiphum padi",30,"Rhopalosiphum",2011,6
"0099R",2011-06-26,"Sitobion alopecuri",2,"Sitobion",2011,6
"00EE8R",2015-08-23,"Anoecia corni",2,"Anoecia",2015,8
"00EE8R",2015-08-23,"Aphis fabae gp.",5,"Aphis",2015,8
"00EE8R",2015-08-23,"Aphis sambuci",3,"Aphis",2015,8
"00EE8R",2015-08-23,"Brachycaudus helichrysi",2,"Brachycaudus",2015,8
"00EE8R",2015-08-23,"Capitophorus elaeagni",1,"Capitophorus",2015,8
"00EE8R",2015-08-23,"Drepanosiphum platanoidis",3,"Drepanosiphum",2015,8
"00EE8R",2015-08-23,"Hyadaphis foeniculi",1,"Hyadaphis",2015,8
"00EE8R",2015-08-23,"Hyalopterus pruni",2,"Hyalopterus",2015,8
"00EE8R",2015-08-23,"Rhopalosiphum oxyacanthae",5,"Rhopalosiphum",2015,8
"00EE8R",2015-08-23,"Rhopalosiphum padi",2,"Rhopalosiphum",2015,8
"00EE8R",2015-08-23,"Sitobion avenae",4,"Sitobion",2015,8
"00EE8R",2015-08-23,"Thecabius affinis",2,"Thecabius",2015,8
"00EE8R",2015-08-23,"Tuberculatus annulatus",9,"Tuberculatus",2015,8
"00EE8R",2015-08-23,"Tuberculatus borealis",4,"Tuberculatus",2015,8
"00EE8R",2015-08-23,"Utamphorophora humboldti",1,"Utamphorophora",2015,8
"01011R",2012-08-03,"Drepanosiphum platanoidis",2,"Drepanosiphum",2012,8
"01011R",2012-08-03,"Myzocallis castanicola",1,"Myzocallis",2012,8
"01011R",2012-08-03,"Myzus persicae",1,"Myzus",2012,8
"01011R",2012-08-03,"Myzus cerasi",1,"Myzus",2012,8
"01011R",2012-08-03,"Rhopalosiphum oxyacanthae",2,"Rhopalosiphum",2012,8
"01011R",2012-08-03,"Rhopalosiphum padi",28,"Rhopalosiphum",2012,8
"01011R",2012-08-03,"Sitobion avenae",5,"Sitobion",2012,8
"01011R",2012-08-03,"Sitobion fragariae",1,"Sitobion",2012,8
"01011R",2012-08-03,"Tuberculatus annulatus",1,"Tuberculatus",2012,8
"01014R",2012-08-24,"Rhopalosiphum oxyacanthae",2,"Rhopalosiphum",2012,8
"01014R",2012-08-24,"Rhopalosiphum padi",17,"Rhopalosiphum",2012,8
"01014R",2012-08-24,"Tuberculatus borealis",1,"Tuberculatus",2012,8
"01018R",2012-09-20,"Rhopalosiphum oxyacanthae",5,"Rhopalosiphum",2012,9
"01018R",2012-09-20,"Rhopalosiphum padi",33,"Rhopalosiphum",2012,9
"01018R",2012-09-20,"Rhopalosiphum spp",9,"Rhopalosiphum",2012,9
"01018R",2012-09-20,"Thecabius affinis",1,"Thecabius",2012,9
"01019R",2012-09-24,"Aphis fabae gp.",1,"Aphis",2012,9
"01019R",2012-09-24,"Eriosoma patchiae",1,"Eriosoma",2012,9
"01019R",2012-09-24,"Rhopalosiphum oxyacanthae",9,"Rhopalosiphum",2012,9
"01019R",2012-09-24,"Rhopalosiphum padi",9,"Rhopalosiphum",2012,9
"0101R",2012-05-24,"Betulaphis quadrituberculata",1,"Betulaphis",2012,5
"0101R",2012-05-24,"Drepanosiphum platanoidis",9,"Drepanosiphum",2012,5
"0101R",2012-05-24,"Elatobium abietinum",52,"Elatobium",2012,5
"0101R",2012-05-24,"Euceraphis punctipennis",2,"Euceraphis",2012,5
"0101R",2012-05-24,"Macrosiphum euphorbiae",3,"Macrosiphum",2012,5
"0101R",2012-05-24,"Macrosiphum gei",1,"Macrosiphum",2012,5
"0101R",2012-05-24,"Metopolophium festucae",6,"Metopolophium",2012,5
"0101R",2012-05-24,"Myzus ascalonicus",1,"Myzus",2012,5
"0101R",2012-05-24,"Rhopalosiphum padi",3,"Rhopalosiphum",2012,5
"0101R",2012-05-24,"Utamphorophora humboldti",1,"Utamphorophora",2012,5
"01020R",2012-10-03,"Ceruraphis eriophori",1,"Ceruraphis",2012,10
"01020R",2012-10-03,"Rhopalosiphum oxyacanthae",19,"Rhopalosiphum",2012,10
"01020R",2012-10-03,"Rhopalosiphum padi",13,"Rhopalosiphum",2012,10
"01020R",2012-10-03,"Sitobion fragariae",1,"Sitobion",2012,10
"01022R",2012-10-16,"Ceruraphis eriophori",1,"Ceruraphis",2012,10
"01022R",2012-10-16,"Euceraphis punctipennis",1,"Euceraphis",2012,10
"01022R",2012-10-16,"Pemphigus spp",3,"Pemphigus",2012,10
"01022R",2012-10-16,"Rhopalosiphum oxyacanthae",18,"Rhopalosiphum",2012,10
"01022R",2012-10-16,"Rhopalosiphum padi",31,"Rhopalosiphum",2012,10
"01022R",2012-10-16,"Rhopalosiphum spp",5,"Rhopalosiphum",2012,10
"0102R",2012-05-28,"Brachycaudus helichrysi",4,"Brachycaudus",2012,5
"0102R",2012-05-28,"Drepanosiphum platanoidis",2,"Drepanosiphum",2012,5
"0102R",2012-05-28,"Elatobium abietinum",36,"Elatobium",2012,5
"0102R",2012-05-28,"Jacksonia papillata",1,"Jacksonia",2012,5
"0102R",2012-05-28,"Macrosiphum euphorbiae",3,"Macrosiphum",2012,5
"0102R",2012-05-28,"Microlophium carnosum",1,"Microlophium",2012,5
"0102R",2012-05-28,"Rhopalosiphum oxyacanthae",2,"Rhopalosiphum",2012,5
"0105R",2012-06-18,"Cavariella aegopodii",10,"Cavariella",2012,6
"0105R",2012-06-18,"Cavariella pastinacae",1,"Cavariella",2012,6
"0105R",2012-06-18,"Cavariella theobaldi",1,"Cavariella",2012,6
"0105R",2012-06-18,"Drepanosiphum platanoidis",8,"Drepanosiphum",2012,6
"0105R",2012-06-18,"Elatobium abietinum",21,"Elatobium",2012,6
"0105R",2012-06-18,"Euceraphis punctipennis",7,"Euceraphis",2012,6
"0105R",2012-06-18,"Metopolophium festucae",1,"Metopolophium",2012,6
"0105R",2012-06-18,"Microlophium carnosum",1,"Microlophium",2012,6
"0105R",2012-06-18,"Myzus cerasi",1,"Myzus",2012,6
"0105R",2012-06-18,"Phyllaphis fagi",2,"Phyllaphis",2012,6
"0105R",2012-06-18,"Rhopalosiphum padi",8,"Rhopalosiphum",2012,6
"0106R",2012-06-24,"Amphorophora rubi idaei",1,"Amphorophora",2012,6
"0106R",2012-06-24,"Betulaphis quadrituberculata",2,"Betulaphis",2012,6
"0106R",2012-06-24,"Capitophorus hippophaes",1,"Capitophorus",2012,6
"0106R",2012-06-24,"Capitophorus similis",1,"Capitophorus",2012,6
"0106R",2012-06-24,"Cavariella aegopodii",6,"Cavariella",2012,6
"0106R",2012-06-24,"Cavariella pastinacae",1,"Cavariella",2012,6
"0106R",2012-06-24,"Drepanosiphum platanoidis",3,"Drepanosiphum",2012,6
"0106R",2012-06-24,"Elatobium abietinum",3,"Elatobium",2012,6
"0106R",2012-06-24,"Euceraphis punctipennis",6,"Euceraphis",2012,6
"0106R",2012-06-24,"Hyalopterus pruni",1,"Hyalopterus",2012,6
"0106R",2012-06-24,"Myzus cerasi",3,"Myzus",2012,6
"0106R",2012-06-24,"Rhopalosiphum padi",10,"Rhopalosiphum",2012,6
"0106R",2012-06-24,"Tuberculatus annulatus",1,"Tuberculatus",2012,6
"0107R",2012-07-04,"Acyrthosiphon pisum",1,"Acyrthosiphon",2012,7
"0107R",2012-07-04,"Anoecia corni",1,"Anoecia",2012,7
"0107R",2012-07-04,"Aphis sambuci",1,"Aphis",2012,7
"0107R",2012-07-04,"Calaphis flava",1,"Calaphis",2012,7
"0107R",2012-07-04,"Cavariella aegopodii",1,"Cavariella",2012,7
"0107R",2012-07-04,"Cavariella theobaldi",1,"Cavariella",2012,7
"0107R",2012-07-04,"Drepanosiphum platanoidis",3,"Drepanosiphum",2012,7
"0107R",2012-07-04,"Euceraphis punctipennis",2,"Euceraphis",2012,7
"0107R",2012-07-04,"Hyalopterus pruni",1,"Hyalopterus",2012,7
"0107R",2012-07-04,"Myzocallis castanicola",9,"Myzocallis",2012,7
"0107R",2012-07-04,"Myzus cerasi",10,"Myzus",2012,7
"0107R",2012-07-04,"Rhopalosiphum maidis",1,"Rhopalosiphum",2012,7
"0107R",2012-07-04,"Rhopalosiphum padi",2,"Rhopalosiphum",2012,7
"0107R",2012-07-04,"Tuberculatus borealis",2,"Tuberculatus",2012,7
"0107R",2012-07-04,"Uroleucon spp",1,"Uroleucon",2012,7
"0109R",2012-07-18,"Euceraphis punctipennis",4,"Euceraphis",2012,7
"0109R",2012-07-18,"Metopolophium dirhodum",1,"Metopolophium",2012,7
"0109R",2012-07-18,"Myzus persicae",1,"Myzus",2012,7
"0109R",2012-07-18,"Rhopalosiphum padi",1,"Rhopalosiphum",2012,7
"0109R",2012-07-18,"Uroleucon spp",1,"Uroleucon",2012,7
"01110R",2013-08-01,"Brachycaudus helichrysi",1,"Brachycaudus",2013,8
"01110R",2013-08-01,"Capitophorus hippophaes",1,"Capitophorus",2013,8
"01110R",2013-08-01,"Cavariella pastinacae",1,"Cavariella",2013,8
"01110R",2013-08-01,"Macrosiphum euphorbiae",1,"Macrosiphum",2013,8
"01110R",2013-08-01,"Rhopalosiphoninus staphyleae",1,"Rhopalosiphoninus",2013,8
"01110R",2013-08-01,"Rhopalosiphum oxyacanthae",6,"Rhopalosiphum",2013,8
"01110R",2013-08-01,"Sitobion avenae",1,"Sitobion",2013,8
"01112R",2013-08-14,"Aphis fabae gp.",1,"Aphis",2013,8
"01112R",2013-08-14,"Aploneura lentisci",1,"Aploneura",2013,8
"01112R",2013-08-14,"Brachycaudus helichrysi",1,"Brachycaudus",2013,8
"01112R",2013-08-14,"Cavariella pastinacae",8,"Cavariella",2013,8
"01112R",2013-08-14,"Cavariella theobaldi",3,"Cavariella",2013,8
"01112R",2013-08-14,"Eulachnus spp",1,"Eulachnus",2013,8
"01112R",2013-08-14,"Hayhurstia atriplicis",1,"Hayhurstia",2013,8
"01112R",2013-08-14,"Hyadaphis foeniculi",1,"Hyadaphis",2013,8
"01112R",2013-08-14,"Hyalopterus pruni",1,"Hyalopterus",2013,8
"01112R",2013-08-14,"Myzus persicae",1,"Myzus",2013,8
"01112R",2013-08-14,"Rhopalosiphum oxyacanthae",33,"Rhopalosiphum",2013,8
"01112R",2013-08-14,"Rhopalosiphum padi",4,"Rhopalosiphum",2013,8
"01112R",2013-08-14,"Sitobion avenae",13,"Sitobion",2013,8
"01112R",2013-08-14,"Sitobion fragariae",1,"Sitobion",2013,8
"01117R",2013-09-18,"Capitophorus similis",1,"Capitophorus",2013,9
"01117R",2013-09-18,"Cavariella aegopodii",1,"Cavariella",2013,9
"01117R",2013-09-18,"Drepanosiphum platanoidis",1,"Drepanosiphum",2013,9
"01117R",2013-09-18,"Hyalopterus pruni",1,"Hyalopterus",2013,9
"01117R",2013-09-18,"Rhopalosiphum oxyacanthae",1,"Rhopalosiphum",2013,9
"01117R",2013-09-18,"Rhopalosiphum padi",6,"Rhopalosiphum",2013,9
"01117R",2013-09-18,"Thecabius affinis",1,"Thecabius",2013,9
"01118R",2013-09-29,"Anoecia corni",1,"Anoecia",2013,9
"01118R",2013-09-29,"Drepanosiphum platanoidis",1,"Drepanosiphum",2013,9
"01118R",2013-09-29,"Eriosoma patchiae",1,"Eriosoma",2013,9
"01118R",2013-09-29,"Rhopalosiphum oxyacanthae",10,"Rhopalosiphum",2013,9
"01118R",2013-09-29,"Rhopalosiphum padi",6,"Rhopalosiphum",2013,9
"01118R",2013-09-29,"Thecabius affinis",1,"Thecabius",2013,9
"01119R",2013-10-03,"Drepanosiphum platanoidis",1,"Drepanosiphum",2013,10
"01119R",2013-10-03,"Rhopalosiphum oxyacanthae",3,"Rhopalosiphum",2013,10
"01119R",2013-10-03,"Rhopalosiphum padi",3,"Rhopalosiphum",2013,10
"01123R",2013-10-29,"Drepanosiphum platanoidis",1,"Drepanosiphum",2013,10
"01123R",2013-10-29,"Rhopalosiphum oxyacanthae",9,"Rhopalosiphum",2013,10
"0112R",2013-06-06,"Drepanosiphum platanoidis",4,"Drepanosiphum",2013,6
"0112R",2013-06-06,"Elatobium abietinum",9,"Elatobium",2013,6
"0112R",2013-06-06,"Metopolophium festucae",1,"Metopolophium",2013,6
"0112R",2013-06-06,"Microlophium carnosum",1,"Microlophium",2013,6
"0112R",2013-06-06,"Phyllaphis fagi",1,"Phyllaphis",2013,6
"0114R",2013-06-19,"Brachycaudus helichrysi",4,"Brachycaudus",2013,6
"0114R",2013-06-19,"Capitophorus hippophaes",1,"Capitophorus",2013,6
"0114R",2013-06-19,"Drepanosiphum platanoidis",1,"Drepanosiphum",2013,6
"0114R",2013-06-19,"Elatobium abietinum",16,"Elatobium",2013,6
"0114R",2013-06-19,"Macrosiphum euphorbiae",1,"Macrosiphum",2013,6
"0114R",2013-06-19,"Metopolophium albidum",1,"Metopolophium",2013,6
"0114R",2013-06-19,"Microlophium carnosum",1,"Microlophium",2013,6
"0114R",2013-06-19,"Myzocallis castanicola",1,"Myzocallis",2013,6
"0114R",2013-06-19,"Rhopalosiphum oxyacanthae",1,"Rhopalosiphum",2013,6
"0118R",2013-07-22,"Acyrthosiphon malvae",1,"Acyrthosiphon",2013,7
"0118R",2013-07-22,"Acyrthosiphon pisum",1,"Acyrthosiphon",2013,7
"0118R",2013-07-22,"Aphis spp",1,"Aphis",2013,7
"0118R",2013-07-22,"Brachycaudus helichrysi",3,"Brachycaudus",2013,7
"0118R",2013-07-22,"Capitophorus hippophaes",1,"Capitophorus",2013,7
"0118R",2013-07-22,"Cavariella aegopodii",2,"Cavariella",2013,7
"0118R",2013-07-22,"Cavariella pastinacae",1,"Cavariella",2013,7
"0118R",2013-07-22,"Cavariella theobaldi",1,"Cavariella",2013,7
"0118R",2013-07-22,"Eulachnus spp",1,"Eulachnus",2013,7
"0118R",2013-07-22,"Macrosiphum euphorbiae",1,"Macrosiphum",2013,7
"0118R",2013-07-22,"Metopolophium dirhodum",2,"Metopolophium",2013,7
"0118R",2013-07-22,"Myzus persicae",2,"Myzus",2013,7
"0118R",2013-07-22,"Phyllaphis fagi",1,"Phyllaphis",2013,7
"0118R",2013-07-22,"Rhopalosiphum oxyacanthae",31,"Rhopalosiphum",2013,7
"0118R",2013-07-22,"Rhopalosiphum padi",3,"Rhopalosiphum",2013,7
"0118R",2013-07-22,"Rhopalosiphum spp",1,"Rhopalosiphum",2013,7
"0118R",2013-07-22,"Sipha glyceriae",1,"Sipha",2013,7
"0118R",2013-07-22,"Sitobion avenae",16,"Sitobion",2013,7
"0118R",2013-07-22,"Utamphorophora humboldti",2,"Utamphorophora",2013,7
"0119R",2013-07-28,"Acyrthosiphon pisum",1,"Acyrthosiphon",2013,7
"0119R",2013-07-28,"Aphis spp",2,"Aphis",2013,7
"0119R",2013-07-28,"Brachycaudus cardui",1,"Brachycaudus",2013,7
"0119R",2013-07-28,"Brachycaudus helichrysi",6,"Brachycaudus",2013,7
"0119R",2013-07-28,"Cavariella theobaldi",2,"Cavariella",2013,7
"0119R",2013-07-28,"Cinara spp",1,"Cinara",2013,7
"0119R",2013-07-28,"Hyperomyzus lactucae",1,"Hyperomyzus",2013,7
"0119R",2013-07-28,"Macrosiphum euphorbiae",2,"Macrosiphum",2013,7
"0119R",2013-07-28,"Metopolophium dirhodum",2,"Metopolophium",2013,7
"0119R",2013-07-28,"Microlophium carnosum",2,"Microlophium",2013,7
"0119R",2013-07-28,"Rhopalosiphum oxyacanthae",17,"Rhopalosiphum",2013,7
"0119R",2013-07-28,"Rhopalosiphum padi",3,"Rhopalosiphum",2013,7
"0119R",2013-07-28,"Rhopalosiphum spp",3,"Rhopalosiphum",2013,7
"0119R",2013-07-28,"Sitobion avenae",12,"Sitobion",2013,7
"0119R",2013-07-28,"Sitobion fragariae",1,"Sitobion",2013,7
"01211R",2014-07-22,"Aphis fabae gp.",1,"Aphis",2014,7
"01211R",2014-07-22,"Euceraphis punctipennis",2,"Euceraphis",2014,7
"01211R",2014-07-22,"Macrosiphum euphorbiae",1,"Macrosiphum",2014,7
"01211R",2014-07-22,"Metopolophium dirhodum",2,"Metopolophium",2014,7
"01211R",2014-07-22,"Myzus cerasi",2,"Myzus",2014,7
"01211R",2014-07-22,"Rhopalosiphum oxyacanthae",23,"Rhopalosiphum",2014,7
"01211R",2014-07-22,"Rhopalosiphum padi",9,"Rhopalosiphum",2014,7
"01211R",2014-07-22,"Sitobion avenae",8,"Sitobion",2014,7
"01211R",2014-07-22,"Sitobion fragariae",3,"Sitobion",2014,7
"01211R",2014-07-22,"Tuberculatus annulatus",2,"Tuberculatus",2014,7
"01211R",2014-07-22,"Utamphorophora humboldti",1,"Utamphorophora",2014,7
"01215R",2014-08-19,"Anoecia corni",3,"Anoecia",2014,8
"01215R",2014-08-19,"Drepanosiphum platanoidis",6,"Drepanosiphum",2014,8
"01215R",2014-08-19,"Metopolophium festucae",1,"Metopolophium",2014,8
"01215R",2014-08-19,"Pemphigus spp",1,"Pemphigus",2014,8
"01215R",2014-08-19,"Rhopalosiphum oxyacanthae",5,"Rhopalosiphum",2014,8
"01215R",2014-08-19,"Rhopalosiphum padi",3,"Rhopalosiphum",2014,8
"01216R",2014-08-20,"Drepanosiphum platanoidis",2,"Drepanosiphum",2014,8
"01216R",2014-08-20,"Rhopalosiphum oxyacanthae",2,"Rhopalosiphum",2014,8
"01216R",2014-08-20,"Rhopalosiphum padi",2,"Rhopalosiphum",2014,8
"01216R",2014-08-20,"Rhopalosiphum spp",1,"Rhopalosiphum",2014,8
"01216R",2014-08-20,"Tuberculatus borealis",1,"Tuberculatus",2014,8
"01218R",2014-10-06,"Rhopalosiphum oxyacanthae",2,"Rhopalosiphum",2014,10
"01218R",2014-10-06,"Rhopalosiphum padi",9,"Rhopalosiphum",2014,10
"01220R",2014-10-31,"Cavariella aegopodii",1,"Cavariella",2014,10
"01220R",2014-10-31,"Pemphigus spp",2,"Pemphigus",2014,10
"01220R",2014-10-31,"Rhopalosiphum oxyacanthae",18,"Rhopalosiphum",2014,10
"01220R",2014-10-31,"Rhopalosiphum padi",18,"Rhopalosiphum",2014,10
"01220R",2014-10-31,"Sitobion fragariae",1,"Sitobion",2014,10
